name,description,address,city,state,postcode,country,phone,website,email,monday,tuesday,wednesday,thursday,friday,saturday,sunday,tags,extra,lat,lng,hours
The Villages Polo Club,703 N Buena Vista Blvd,The Villages,FL,32162, ,"",28.93118141,-82.00257998,9am-1pm
Gulf Coast Medical Center,13681 Doctors Way,Fort Myers,FL,33912,"","",26.54392977,-81.85022359,24/7
Lee Convenient Care,1682 NE Pine Island Rd,Cape Coral,FL,33909,"","",26.6686068,-81.93804503,7am-7pm
AdventHealth Centra Care Daytona,1014 West International Speedway Boulevard,Daytona,FL,32114,"",https://centracare.adventhealth.com/urgent-care/daytona,29.202652,-81.041916,Sunday: 8 am to 5 pm;Monday: 8 am to 8 pm;Tuesday: 8 am to 8 pm;Wednesday: 8 am to 8 pm;Thursday: 8 am to 8 pm;Friday: 8 am to 8 pm;Saturday: 8 am to 5 pm
AdventHealth Centra Care DeLand,2293 South Woodland Boulevard,DeLand,FL,32720,"",https://centracare.adventhealth.com/urgent-care/deland,28.98847,-81.30044,Sunday: 8 am to 5 pm;Monday: 8 am to 8 pm;Tuesday: 8 am to 8 pm;Wednesday: 8 am to 8 pm;Thursday: 8 am to 8 pm;Friday: 8 am to 8 pm;Saturday: 8 am to 5 pm
Mayo Clinic Hospital,4500 San Pablo Road.,Jacksonville,FL,32224,"",https://www.mayoclinic.org/patient-visitor-guide/florida/campus-buildings-maps/mayo-building-hospital,30.2647028,-81.444793,Call ahead
AdventHealth Centra Care Hunter's Creek,3293 Greenwald Way North,Kissimmee,FL,34741,"",https://centracare.adventhealth.com/urgent-care/hunters-creek,28.347033,-81.41916,Sunday: 8 am to 5 pm;Monday: 8 am to 8 pm;Tuesday: 8 am to 8 pm;Wednesday: 8 am to 8 pm;Thursday: 8 am to 8 pm;Friday: 8 am to 8 pm;Saturday: 8 am to 5 pm
AdventHealth Centra Care Poinciana,3759 Pleasant Hill Road,Kissimmee,FL,34746,"",https://centracare.adventhealth.com/urgent-care/poinciana,28.1842261,-81.4386069,Sunday: 8 am to 5 pm;Monday: 8 am to 8 pm;Tuesday: 8 am to 8 pm;Wednesday: 8 am to 8 pm;Thursday: 8 am to 8 pm;Friday: 8 am to 8 pm;Saturday: 8 am to 5 pm
AdventHealth Centra Care Kissimmee,4320 West Vine Street,Kissimmee,FL,34746,"",https://centracare.adventhealth.com/urgent-care/kissimmee,28.303818,-81.4553,Sunday: 8 am to 5 pm;Monday: 8 am to 8 pm;Tuesday: 8 am to 8 pm;Wednesday: 8 am to 8 pm;Thursday: 8 am to 8 pm;Friday: 8 am to 8 pm;Saturday: 8 am to 5 pm
AdventHealth Centra Care Orange Lake,8201 West Irlo Bronson Highway,Kissimmee,FL,34747,"",https://centracare.adventhealth.com/urgent-care/orange-lake,28.3476914,-81.6139114,Sunday: 8 am to 5 pm;Monday: 8 am to 8 pm;Tuesday: 8 am to 8 pm;Wednesday: 8 am to 8 pm;Thursday: 8 am to 8 pm;Friday: 8 am to 8 pm;Saturday: 8 am to 5 pm
AdventHealth Centra Care Lake Mary,2948 West Lake Mary Boulevard,Lake Mary,FL,32746,"",https://centracare.adventhealth.com/urgent-care/lake-mary,28.7566135,-81.331011,Sunday: 8 am to 5 pm;Monday: 8 am to 8 pm;Tuesday: 8 am to 8 pm;Wednesday: 8 am to 8 pm;Thursday: 8 am to 8 pm;Friday: 8 am to 8 pm;Saturday: 8 am to 5 pm
AdventHealth Centra Care Leesburg,1103 North 14th Street,Leesburg,FL,34748,"",https://centracare.adventhealth.com/urgent-care/leesburg,28.824795,-81.8875,Sunday: 8 am to 5 pm;Monday: 8 am to 8 pm;Tuesday: 8 am to 8 pm;Wednesday: 8 am to 8 pm;Thursday: 8 am to 8 pm;Friday: 8 am to 8 pm;Saturday: 8 am to 5 pm
Broward Health,1600 S Andrews Ave,Fort Lauderdale,FL,33316,(954) 355-4400,"",26.10082714,-80.14207599,24 hours
AdventHealth Centra Care Longwood,855 South US Highway 17-92,Longwood,FL,32750,"",https://centracare.adventhealth.com/urgent-care/longwood,28.6929003,-81.3269197,Sunday: 8 am to 5 pm;Monday: 8 am to 8 pm;Tuesday: 8 am to 8 pm;Wednesday: 8 am to 8 pm;Thursday: 8 am to 8 pm;Friday: 8 am to 8 pm;Saturday: 8 am to 5 pm
Community Health of South Florida - Doris Ison Health Center,10300 SW 216 St,Miami,FL,33190,"",https://www.chisouthfl.org/,25.5657708,-80.3580629,9am-12pm daily
AdventHealth Centra Care Mt. Dora,19015 US Highway 441,Mount Dora,FL,32757,"",https://centracare.adventhealth.com/urgent-care/mount-dora,28.82415,-81.64172,Sunday: 8 am to 5 pm;Monday: 8 am to 8 pm;Tuesday: 8 am to 8 pm;Wednesday: 8 am to 8 pm;Thursday: 8 am to 8 pm;Friday: 8 am to 8 pm;Saturday: 8 am to 5 pm
AdventHealth Centra Care Orange City,1360 Saxon Boulevard,Orange City,FL,32763,"",https://centracare.adventhealth.com/urgent-care/orange-city,28.911146,-81.27564,Sunday: 8 am to 5 pm;Monday: 8 am to 8 pm;Tuesday: 8 am to 8 pm;Wednesday: 8 am to 8 pm;Thursday: 8 am to 8 pm;Friday: 8 am to 8 pm;Saturday: 8 am to 5 pm
AdventHealth Centra Care University,11550 University Boulevard,Orlando,FL,32817,"",https://centracare.adventhealth.com/urgent-care/university,28.597633,-81.219315,Sunday: 8 am to 5 pm;Monday: 8 am to 8 pm;Tuesday: 8 am to 8 pm;Wednesday: 8 am to 8 pm;Thursday: 8 am to 8 pm;Friday: 8 am to 8 pm;Saturday: 8 am to 5 pm
AdventHealth Centra Care Lake Buena Vista,12500 South Apopka Vineland Road,Orlando,FL,32836,"",https://centracare.adventhealth.com/urgent-care/lake-buena-vista,28.383083,-81.5070262,Sunday: Open 24 hours;Monday: Open 24 hours;Tuesday: Open 24 hours;Wednesday: Open 24 hours;Thursday: Open 24 hours;Friday: Open 24 hours;Saturday: Open 24 hours
AdventHealth Centra Care Sand Lake Road,2301 Sand Lake Road,Orlando,FL,32809,"",https://centracare.adventhealth.com/urgent-care/sand-lake,28.450573,-81.41145,Sunday: 9 am to 5 pm;Monday: 8 am to 8 pm;Tuesday: 8 am to 8 pm;Wednesday: 8 am to 8 pm;Thursday: 8 am to 8 pm;Friday: 8 am to 8 pm;Saturday: 9 am to 5 pm
AdventHealth Centra Care Waterford Lakes,"250 North Alafaya Trail, Suite 135",Orlando,FL,32825,"",https://centracare.adventhealth.com/urgent-care/waterford-lakes,28.5481653,-81.2045018,Sunday: 8 am to 5 pm;Monday: 8 am to midnight;Tuesday: 8 am to midnight;Wednesday: 8 am to midnight;Thursday: 8 am to midnight;Friday: 8 am to midnight;Saturday: 8 am to 5 pm
AdventHealth Centra Care South Orange,2609 South Orange Avenue,Orlando,FL,32806,"",https://centracare.adventhealth.com/urgent-care/south-orange,28.513369,-81.37632,Sunday: 8 am to 5 pm;Monday: 8 am to 8 pm;Tuesday: 8 am to 8 pm;Wednesday: 8 am to 8 pm;Thursday: 8 am to 8 pm;Friday: 8 am to 8 pm;Saturday: 8 am to 5 pm
AdventHealth Centra Care Dr. Phillip's,"8014 Conroy-Windermere Road, Suite 104",Orlando,FL,32835,"",https://centracare.adventhealth.com/urgent-care/dr-phillips,28.493654,-81.49205,Sunday: 8 am to 5 pm;Monday: 8 am to 8 pm;Tuesday: 8 am to 8 pm;Wednesday: 8 am to 8 pm;Thursday: 8 am to 8 pm;Friday: 8 am to 8 pm;Saturday: 8 am to 5 pm
AdventHealth Centra Care Lake Nona,9637 Lake Nona Village Place,Orlando,FL,32827,"",https://centracare.adventhealth.com/urgent-care/lake-nona,28.426153,-81.25459,Sunday: 8 am to 5 pm;Monday: 8 am to 8 pm;Tuesday: 8 am to 8 pm;Wednesday: 8 am to 8 pm;Thursday: 8 am to 8 pm;Friday: 8 am to 8 pm;Saturday: 8 am to 5 pm
AdventHealth Centra Care Ormond Beach,1245 West Granada Boulevard,Ormond Beach,FL,32174,"",https://centracare.adventhealth.com/urgent-care/ormond-beach,29.266182,-81.10363,Sunday: 8 am to 5 pm;Monday: 8 am to 8 pm;Tuesday: 8 am to 8 pm;Wednesday: 8 am to 8 pm;Thursday: 8 am to 8 pm;Friday: 8 am to 8 pm;Saturday: 8 am to 5 pm
AdventHealth Centra Care Oviedo,8010 Red Bug Lake Road,Oviedo,FL,32765,"",https://centracare.adventhealth.com/urgent-care/oviedo,28.65602,-81.24051,Sunday: 8 am to 5 pm;Monday: 8 am to 8 pm;Tuesday: 8 am to 8 pm;Wednesday: 8 am to 8 pm;Thursday: 8 am to 8 pm;Friday: 8 am to 8 pm;Saturday: 8 am to 5 pm
AdventHealth Centra Care Palm Coast,1270 Palm Coast Parkway Northwest,Palm Coast,FL,32137,"",https://centracare.adventhealth.com/urgent-care/palm-coast,29.553429,-81.231384,Sunday: 8 am to 5 pm;Monday: 8 am to 8 pm;Tuesday: 8 am to 8 pm;Wednesday: 8 am to 8 pm;Thursday: 8 am to 8 pm;Friday: 8 am to 8 pm;Saturday: 8 am to 5 pm
AdventHealth Centra Care Port Orange,1208 Dunlawton Avenue,Port Orange,FL,32127,"",https://centracare.adventhealth.com/urgent-care/port-orange,29.1231515,-81.0112345,Sunday: 8 am to 5 pm;Monday: 8 am to 8 pm;Tuesday: 8 am to 8 pm;Wednesday: 8 am to 8 pm;Thursday: 8 am to 8 pm;Friday: 8 am to 8 pm;Saturday: 8 am to 5 pm
Tradition Hospital,10000 SW Innovation Way,Port St. Lucie,FL,34987,772-226-4846,https://my.clevelandclinic.org/landing/preparing-for-coronavirus#testing-tab,27.2611686,-80.4281898,"8 a.m. - 5 p.m., Daily"
AdventHealth Centra Care St. Cloud,4660 13th Street,Saint Cloud,FL,34769,"",https://centracare.adventhealth.com/urgent-care/st-cloud,28.2566303,-81.320279,Sunday: 8 am to 5 pm;Monday: 8 am to 8 pm;Tuesday: 8 am to 8 pm;Wednesday: 8 am to 8 pm;Thursday: 8 am to 8 pm;Friday: 8 am to 8 pm;Saturday: 8 am to 5 pm
AdventHealth Centra Care Sanford,4451 West 1st Street,Sanford,FL,32771,"",https://centracare.adventhealth.com/urgent-care/sanford,28.8111243,-81.3300142,Sunday: 8 am to 5 pm;Monday: 8 am to midnight;Tuesday: 8 am to midnight;Wednesday: 8 am to midnight;Thursday: 8 am to midnight;Friday: 8 am to midnight;Saturday: 8 am to 5 pm
Martin North Hospital,200 SE Hospital Ave,Stuart,FL,34994,772-419-3360,https://my.clevelandclinic.org/landing/preparing-for-coronavirus#testing-tab,27.1992955,-80.2454585,"8 a.m. - 5 p.m., Daily"
AdventHealth Centra Care South Tampa,301 North Dale Mabry Highway,Tampa,FL,33609,"",https://centracare.adventhealth.com/urgent-care/south-tampa,27.94756,-82.50568,Sunday: 8 am to 5 pm;Monday: 8 am to 8 pm;Tuesday: 8 am to 8 pm;Wednesday: 8 am to 8 pm;Thursday: 8 am to 8 pm;Friday: 8 am to 8 pm;Saturday: 8 am to 5 pm
AdventHealth Centra Care Temple Terrace,5802 East Fowler Avenue,Temple Terrace,FL,33617,"",https://centracare.adventhealth.com/urgent-care/temple-terrace,28.0549023,-82.3910807,Sunday: 8 am to 5 pm;Monday: 8 am to 8 pm;Tuesday: 8 am to 8 pm;Wednesday: 8 am to 8 pm;Thursday: 8 am to 8 pm;Friday: 8 am to 8 pm;Saturday: 8 am to 5 pm
Indian River Hospital,1000 36th Street,Vero Beach,FL,32960, ,https://my.clevelandclinic.org/landing/preparing-for-coronavirus#testing-tab,27.6583557,-80.3959583,"9 a.m. - 5 p.m., Daily"
AdventHealth Centra Care Wesley Chapel,1127 Bruce B Downs Boulevard,Wesley Chapel,FL,33543,"",https://centracare.adventhealth.com/urgent-care/wesley-chapel,28.1726668,-82.3543013,Sunday: 8 am to 5 pm;Monday: 8 am to 8 pm;Tuesday: 8 am to 8 pm;Wednesday: 8 am to 8 pm;Thursday: 8 am to 8 pm;Friday: 8 am to 8 pm;Saturday: 8 am to 5 pm
Krupa Center,3250 Meridian Parkway,Weston,FL,33331,954-659-5951,https://my.clevelandclinic.org/locations/directions/315-krupa-center,26.0769425,-80.3695379,"8 a.m. - 5 p.m., Daily"
AdventHealth Centra Care Winter Garden,3005 Daniels Road,Winter Garden,FL,34787,"",https://centracare.adventhealth.com/urgent-care/winter-garden,28.525541,-81.58513,Sunday: 8 am to 5 pm;Monday: 8 am to 11 pm;Tuesday: 8 am to 11 pm;Wednesday: 8 am to 11 pm;Thursday: 8 am to 11 pm;Friday: 8 am to 11 pm;Saturday: 8 am to 5 pm
TIAA Bank Field,1 TIAA Bank Field Drive,Jacksonville,FL,32202, ,"",30.322719,-81.6377445,"7 days week, nine a.m. to five p.m."
Prime F. Osborn III Convention Center,1000 Water St,Jacksonville,FL,32204,"","",30.32751757,-81.67000156,seven days a week 11 a.m. to 7 p.m.
Indian River Hospital,1000 36th Street,Vero Beach,FL,32960,772.226.4846,"",27.65810168,-80.39477528,9 am to 5 pm daily
Tradition Hospital,10000 SW Innovation Way Port St,Lucie,FL,34987,855.697.3750,"",27.26138382,-80.42687172,8 am to 5 pm Daily
Advanced Urgent Care - Key Largo,100460 Overseas HWY,Key Largo,FL,33037,"","",25.10263836,-80.43257767,"Daily, 9 AM - 5 PM"
Community Health of South Florida - Marathon,2805 Overseas HWY,Marathon,FL,33050,"","",24.7098623,-81.09818483,Saturday from 11am to 12:30pm BY APPOINTMENT ONLY
A-1 Urgent Care & Family Practice Center,101451 Overseas Hwy,Key Largo,FL,33037,"","",25.11274679,-80.42032809,Please call (305) 453-0666 to schedule an appointment.
Community Health of South Florida Doris Ison Health Center,10300 SW 216 ST,Miami,FL,33190,"","",25.56594261,-80.3578657,"M - F, 9 AM - 12 PM"
Lantana Clinic,1250 Southwinds Drive,Lantana,FL,33462,"","",26.59165993,-80.06453465,"8:00 a.m. to 5:00 p.m. Weekdays, 9:00 a.m. to 1:00 p.m. Saturday"
Cape Coral Sports Complex,1410 Sports Blvd,Cape Coral,FL,33991,"","",26.62730832,-82.02164588,11am-3pm
Dr. G's Urgent Care,1425 South Congress Avenue,Delray Beach,FL,33445,"","",26.44201376,-80.09205402,Mon - Sun: 9am - 9pm
Larkin Community Hospital - Palm Springs Campus,1475 West 49th Place,Hialeah,FL,33012,"","",25.86839859,-80.31226982,"Daily, 9 AM - 5 PM (By Appointment Only)"
Avencia Medical,1633 Race Track Rd,St Johns,FL,32259,(904) 230-6988,"",30.1220793,-81.62138465,
BayCare Urgent Care (New Tampa),"17512 Dona Michelle Drive, Suite 5",Tampa,FL,33647,"","",28.12635821,-82.37161628,9AM - 1PM
Advanced Urgent Care - Key West,1980 N Roosevelt Blvd,Key West,FL,33040,"","",24.55982346,-81.78195104,"Daily, 9 AM - 5 PM"
Florida Department of Health (St. Johns County),200 San Sebastian Vw,Saint Augustine,FL,32084,1(866)779-6121,"",29.93199031,-81.33406451,
Martin North Hospital,200 SE Hospital Ave,Stuart,FL,34994,772.419.3360,"",27.19937972,-80.24302927,8 am to 5 pm Daily
PanCare Health @ Bay County Fairgrounds,2230 15th St,Panama City,FL,32405,"","",30.17442978,-85.63412,Monday-Friday 9 am-4 pm
Lee Health Coconut Point,23450 Via Coconut Point,Estero,FL,33928,"","",26.39524477,-81.80841506,24/7
BayCare Urgent Care (Bloomingdale),2442 Bloomingdale Ave,Valrico,FL,33596,"","",27.89376957,-82.24078206,9AM - 1PM
TEST Miami Center - FDOH in Miami-Dade,2515 W Flagler Street,Miami,FL,33135,"","",25.77259954,-80.23736929,Please call to schedule an appointment.
Lee Memorial Hospital,2776 Cleveland Ave,Fort Myers,FL,33901,"","",26.62879996,-81.87431519,24/7
Bethesda Hospital East,2815 S Seacrest Blvd,Boynton Beach,FL,33435,"","",26.5046508,-80.07045214,24hr
Fishermen's Hospital,3301 Overseas Highway (Mile Mark 48.7),Marathon,FL,33050,"","",24.71056496,-81.09458826,Open 24 Hours
Brownsville Community Center,3200 W De Soto St,Pensacola,FL,32505,"","",30.42328286,-87.25353576,M-F 9am-1pm
KRUPA CENTER,3250 Meridian Parkway,Weston,FL,33331,954.659.5951,"",26.07873493,-80.36517818,8 am to 5 pm Monday to Friday
Hard Rock Stadium,347 Don Shula Dr,Miami Gardens,FL,33056, ,"",25.95600334,-80.238286,9 AM - 5 PM
Belle Glade Clinic,"39200 Hooker Highway, Suite 101",Belle Glade,FL,33430,"","",26.72538411,-80.67116769,"8:00 a.m. to 5:00 p.m. Weekdays, 9:00 a.m. to 1:00 p.m. Saturday"
Flagler Health+,400 Health Park Blvd,Saint Augustine,FL,32086,"","",29.86323077,-81.31715827,
Ascension St. Vincent's Hospital Southside,4201 Belfort Road,Jacksonville,FL,32216,"","",30.253392,-81.58176,starts at 8am
Lee Convenient Care,4771 S Cleveland Av,Fort Myers,FL,33907,"","",26.59261358,-81.87130052,7am-7pm
Marlins Park,501 Marlins Way,Miami,FL,33125,305-499-8767,"",25.7780936,-80.21988191,Beginning at 9 AM (By Appointment Only)
Cape Coral Hospital,636 Del Prado Blvd,Cape Coral,FL,33990,"","",26.63938803,-81.94237948,24/7
Gulf High School,5355 School Rd,Port Richey,FL,34652,(800)-229-2273,"",28.23526047,-82.71742767,9AM-12PM
Jessie Trice Community Health Center,5361 NW 22 AVE,Miami,FL,33142,"","",25.82378759,-80.23224782,"M - F, 10 AM - 12 PM."
Lower Keys Medical Center,5900 College Rd,Key West,FL,33040,"","",24.58124861,-81.74286019,Open 24 Hours
Bay County Department of Health,597 W 11th St,Panama City,FL,32401,"","",30.16704053,-85.66689771,M-F 8am-5pm
West Palm Beach VA Medical Center,7305 N Military Trl,West Palm Beach,FL,33410,"","",26.78519783,-80.11163245,24hr
BayCare Urgent Care (Carillon),"900 Carillon Parkway, Suite. 106",St. Petersburg,FL,33716,(800)-229-2273,"",27.892899,-82.66700432,9AM - 12PM
Mariner‚Äôs Hospital,91500 Overseas HWY,Tavernier,FL,33070,"","",25.0059276,-80.52186716,Open 24 Hours.
Golisano Children's Hospital of Southwest Florida,9981 S Healthpark Dr,Fort Myers,FL,33908,"","",26.50670319,-81.91171741,24/7
Healthpark Hospital,9981 S Healthpark Dr,Fort Myers,FL,33908,"","",26.50730806,-81.91326236,24/7
Bethesda Hospital West,9655 W Boynton Beach Blvd,Boynton Beach,FL,33472,"","",26.52944807,-80.19906633,24hr
Orange County Convention Center,9800 International Dr,Orlando,FL,32819, ,"",28.42839184,-81.45801634,
AdventHealth Centra Care Winter Haven,7375 Cypress Gardens Boulevard,Winter Haven,FL,33884,"",https://centracare.adventhealth.com/urgent-care/winter-haven,27.978577,-81.65166,Sunday: 8 am to 5 pm;Monday: 8 am to 8 pm;Tuesday: 8 am to 8 pm;Wednesday: 8 am to 8 pm;Thursday: 8 am to 8 pm;Friday: 8 am to 8 pm;Saturday: 8 am to 5 pm
AdventHealth Centra Care Lee Road,2540 Lee Road,Winter Park,FL,32789,"",https://centracare.adventhealth.com/urgent-care/lee-road,28.6053995,-81.3830092,Sunday: 8 am to 5 pm;Monday: 8 am to 8 pm;Tuesday: 8 am to 8 pm;Wednesday: 8 am to 8 pm;Thursday: 8 am to 8 pm;Friday: 8 am to 8 pm;Saturday: 8 am to 5 pm
AdventHealth Centra Care Winter Park,3099 Aloma Avenue,Winter Park,FL,32792,"",https://centracare.adventhealth.com/urgent-care/winter-park,28.604464,-81.30761,Sunday: 8 am to 5 pm;Monday: 8 am to midnight;Tuesday: 8 am to midnight;Wednesday: 8 am to midnight;Thursday: 8 am to midnight;Friday: 8 am to midnight;Saturday: 8 am to 5 pm
Northwood Centre Parking Lot,1940 N Monroe St,Tallahassee,FL,32303, ,"",30.46600825,-84.28764868,11am - 6pm / Monday - Friday
NCH Baker,350 7th St N,Naples,FL,34102,"","",26.15054812,-81.79943054,0.4375
Tomsich Health and Medical Center of Palm Beach County,"525 Okeechobee Blvd., Rosemary Square, 14th Floor",West Palm Beach,Florida,33401,"",https://my.clevelandclinic.org/locations/directions/202-tomsich-health-and-medical-center-of-palm-beach-county,26.7066126,-80.0559808,Call ahead
Coral Springs Family Health Center,5701 North University Drive,Coral Springs,Florida,33067,"",https://my.clevelandclinic.org/locations/directions/504-coral-springs-family-health-center,26.3003093,-80.249121,Call ahead
Cleveland Clinic Florida,2950 Cleveland Clinic Blvd.,Weston,Florida,33331,855-697-3750,https://my.clevelandclinic.org/locations/directions/203-cleveland-clinic-florida,26.0817163,-80.3638858,Call ahead
Palm Beach Gardens,4520 Donald Ross Rd. Suite 200,Palm Beach Gardens,Florida,33418,"",https://my.clevelandclinic.org/locations/directions/232-palm-beach-gardens,26.8814089,-80.104863,Call ahead
Martin Health at Palm City,3066 SW Martin Downs Blvd.,Palm City,Florida,34990,"",https://my.clevelandclinic.org/locations/directions/553-martin-health-at-palm-city,27.1709105,-80.2948862,Call ahead
Parkland,"7857 N. University Dr., Suite 401",Parkland,Florida,33067,"",https://my.clevelandclinic.org/locations/directions/220-parkland,26.3284421,-80.252562,Call ahead
Cleveland Clinic Florida Wellington,"2789 S. State Road 7, Suites 100/200",Wellington,Florida,33414,855-697-3750,https://my.clevelandclinic.org/locations/directions/480-cleveland-clinic-florida-wellington,26.6387493,-80.2055946,Call ahead
North Atlanta Primary Care Braselton,1255 Friendship Rd #130,Braselton,GA,30517,770-442-1911,"",34.12155892,-83.83154583,7:30am to 5pm Mon-Fri
North Atlanta Primary Care Buford,4700 Nelson Brogdon Blvd #250,Buford,GA,30518,770-442-1911,"",34.1014451,-84.02261635,7:30am-5pm Mon-Fri
Tift Regional Medical Center,901 18th St E,Phillipsburg,GA,31794,229-353-2819,http://www.tiftregional.com/default.cfm?id=1,31.47233108,-83.49028208,
Archbold Pinetree Screening Site,2705 E Pinetree Blvd,Thomasville,GA,31792,229-228-CARE,"",30.85181555,-83.95087865,9am - 4:30pm Monday - Friday
Chestatee Emergent Medical Care,2395 Thompson Rd,Dawsonville,GA,30534,"",https://chestateeemergentcare.com/,34.38481456,-84.07598874,Mon-Fri 8:30am-6:30pm Sat-Sun 10am-3pm
Ogeechee Fairgrounds,16942 GA-67 ,Statesboro,GA,30458,844-442-2681,"",32.39447892,-81.75416078,Call ahead.
MercyMed of Columbus,3702 2nd Ave,Columbus,GA,31904,706-321-6300,https://mercymedcolumbus.com/,32.4982894,-84.98986475,8:30AM - 5PM
Northside Family Medicine and Urgent Care,"5610 Bethelview Road, Suite 500",Cumming,GA,30040,"","",34.170372,-84.18213,Call ahead
Northeast Health District,220 Research Drive,Athens,GA,30605,706-340-0996,http://publichealthathens.com/wp/,33.93029027,-83.35210327,Call ahead.
Augusta University Health (Christenberry Fieldhouse),3109 Wrightsboro Road,Augusta,GA,30909,706-721-1852,https://www.augustahealth.org/,33.47025752,-82.05196939,Call ahead.
Augusta University Health (Patriots Park),5445 Columbia Road,Grovetown,GA, ,706-721-1852,https://www.augustahealth.org/,33.51658532,-82.22907896,Call ahead.
Cherokee County Government Complex,7545 Main St,Woodstock,GA,30188,"",https://www.cherokeega.com/,34.11446411,-84.51256472,Monday - Thursday 9:00 am - 3:00 pm Friday 9:00 am - 12:00 pm
Jim R. Miller Park,2245 Callaway Road,Marietta,GA,30008,844-442-2681,"",33.90180436,-84.59302107,Call hotline.
Emory University Hospital,1364 Clifton Rd NE,Atlanta,GA,30322,404-778-7777,https://www.emoryhealthcare.org/locations/index.html?type=hospitals#map,33.791985,-84.32228,Call hotline.
Emory University Hospital at Wesley Woods,1821 Clifton Rd NE,Atlanta,GA,30329,404-778-7777,https://www.emoryhealthcare.org/locations/hospitals/emory-university-hospital-wesley-woods/index.html,33.80481,-84.3311,Call hotline.
Emory Saint Joseph's Hospital,5665 Peachtree Dunwoody Rd,Atlanta,GA,30342,404-778-7777,https://www.emoryhealthcare.org/locations/hospitals/emory-johns-creek-hospital/index.html,34.066718,-84.176432,Call hotline.
Emory University Hospital Midtown,550 Peachtree St NE,Atlanta,GA,30308,404-778-7777,https://www.emoryhealthcare.org/locations/hospitals/emory-university-hospital/index.html,33.7682396,-84.3880648,Call hotline.
Emory Decatur Hospital,2701 N Decatur Rd,Decatur,GA,30033,404-778-7777,https://www.emoryhealthcare.org/locations/hospitals/emory-decatur-hospital/index.html,33.79034,-84.28231,Call hotline.
Emory Hillandale Hospital,2801 Dekalb Medical Pkwy,Lithonia,GA,30058,404-778-7777,https://www.emoryhealthcare.org/locations/hospitals/emory-hillandale-hospital/index.html,33.71426,-84.14646,Call hotline.
Columbia County Exhibition Center,212 Partnership Drive,Grovetown,GA, ,"","",33.47875234,-82.19123551,Visit website or call ahead.
Northeast Georgia Health System Urgent Care - Dahlonega,73 Maxwell Ln,Lumpkin,GA,30533,"",https://www.ngpg.org/urgent-care-dahlonega/,34.47072429,-83.96771438,Call hotline.
Northeast Georgia Health System Urgent Care - Dawsonville,135-136 Prominence Ct,Dawsonville,GA,30534,"",https://www.ngpg.org/urgent-care-dawsonville/,34.36895808,-84.03337476,Call hotline.
Walgreens,46-21 Kamehameha Hwy,Kaneohe,HI,96744,808-234-1094,"",21.41908293,-157.8024289,
Tripler Army Medical Center,1 Jarrett White Rd,Medical Center,HI,96859,"","",21.36017651,-157.8894004,24 hours
Kula Hospital (Pending),100 Keokea Place,Kula,HI, ,"","",20.70223346,-156.3585694,24 Hours
Hilo Medical Center,1285 Waianuenue Avenue,Hilo,HI, ,"","",19.71738645,-155.1135073,10AM - 2PM M-F
Queens Medical Center,1301 Punchbowl St,Honolulu,HI,96813,"","",21.30823964,-157.8554956,10am-6pm
Kapiolani Medical Center,1319 Punahou St,Honolulu,HI,96826,"","",21.29997659,-157.8342345,
MINIT Medical,"1325 South Kihei Road, #103",Kihei,HI, ,"","",20.74798978,-156.4551916,24 hours\7 days week
MINIT Medical,"270 Dairy Road, Suite 239",Kahului,HI, ,"","",20.88131666,-156.4550407,25 hours\7 days a week
Molokai General Hospital,280 Home Olu Place,Kaunakakai,HI, ,"","",21.09388934,-157.0178283,24 Hours
Wilcox Medical Center,3-3420 Kuhio Hwy,Lihue,HI,96766,"","",21.98573812,-159.3662164,
Molokai Community Health Clinic,30 Oki Place,Kaunakakai,HI, ,"","",21.08723229,-157.0182511,8AM  - 11AM & 1PM - 3PM
MINIT Medical,"305 Keawe Street, Suite 507",Lahaina,HI, ,"","",20.88500226,-156.6821902,25 Hours\7 Days week
Kaiser Permanente Moanalua Medical Center,3288 Moanalua Rd,Honolulu,HI,96819,808-432-2000,"",21.36281708,-157.8998737,
Queens Island Urgent Care- Kaka'ako,400 Keawe St #100,Honolulu,HI,96813,(808) 691-2619,"",21.29927106,-157.8610037,
Queens Island Urgent Care- Kapahulu,449 Kapahulu Ave #104,Honolulu,HI,96815,(808) 691-2619,"",21.27500527,-157.8155429,
Queens Island Urgent Care- Hawaii Kai,660 Kalaniana'ole Hwy 114a,Honolululu,HI,96825,(808) 691-2619,"",21.28358921,-157.7148092,
Lanai Community Hospital (Pending),628 7th Street,Lanai City,HI, ,"","",20.82694062,-156.9172938,8AM - 5PM
Adventist Health Castle,640 'Ulukahiki Street,Kailua,HI,96734, ,"",21.38073168,-157.7583525,8:30am-12pm M-F; 10am-2pm Saturday
Queen's North Hawaii Community Hospital,67-1125 Mamalahoa Highway,Waimea,HI, ,"","",20.0232556,-155.665183,10AM - 2PM Monday-Saturday
War Memorial Gymnasium Parking Lot,700 Halia Nakoa Street,Wailuku,HI, ,"","",20.88979119,-156.4869217,8AM - 4PM
Straub Medical Center,888 S King St,Honolulu,HI,96813,"","",21.30248426,-157.8509414,
Queens Medical Center- West Oahu,91-2141 Fort Weaver Rd,Ewa Beach,HI,96706,(808) 691-2619,"",21.3151952,-157.9918317,10am-6pm
Pali Momi Medical Center,98-1079 Moanalua Rd,Aiea,HI,96701, ,"",21.38340384,-157.9385399,24 hours
